vehicle_id,date,seg_id,road_id,direction
345,2024-06-17,0,A0003,A1-1
345,2024-06-18,0,A0003,A1-1
345,2024-06-19,0,A0003,A1-1
345,2024-06-20,0,A0003,A1-1
346,2024-06-17,0,A0003,A1-1
346,2024-06-18,0,A0003,A1-1
346,2024-06-19,0,A0003,A1-1
346,2024-06-20,0,A0003,A1-1
346,2024-06-21,0,A0003,A1-1
347,2024-06-17,0,A0003,A1-2
347,2024-06-18,0,A0003,A1-2
347,2024-06-19,0,A0003,A1-2
347,2024-06-20,0,A0003,A1-2
347,2024-06-21,0,A0003,A1-2
348,2024-06-19,0,A0008,B1-2
349,2024-06-19,0,A0008,A3-2
350,2024-06-19,0,A0003,A1-2
351,2024-06-19,0,A0008,B1-2
351,2024-06-19,1,A0008,B1-1
352,2024-06-18,0,A0003,B3-2
352,2024-06-19,0,A0003,B1-1
353,2024-06-17,0,A0003,A1-2
353,2024-06-19,0,A0003,A1-2
353,2024-06-20,0,A0003,A1-2
354,2024-06-19,1,A0008,A1-2
355,2024-06-19,0,A0008,A1-2
356,2024-06-17,0,A0008,B2-1
356,2024-06-19,0,A0008,B2-1
356,2024-06-19,1,A0008,A3-2
356,2024-06-20,0,A0008,C
356,2024-06-21,0,A0008,B2-1
357,2024-06-19,0,A0008,A1-2
358,2024-06-19,0,A0003,A1-1
359,2024-06-20,1,A0003,B3-1
360,2024-06-17,0,A0003,A1-2
360,2024-06-18,0,A0003,A1-2
360,2024-06-19,0,A0003,A1-2
360,2024-06-21,0,A0003,A1-2
361,2024-06-19,0,A0008,A3-2
362,2024-06-19,0,A0003,A1-2
363,2024-06-19,0,A0008,B1-1
363,2024-06-19,1,A0008,B1-2
364,2024-06-17,0,A0008,A1-2
364,2024-06-17,1,A0008,A1-1
364,2024-06-17,2,A0008,B2-2
364,2024-06-18,0,A0008,A1-2
364,2024-06-18,1,A0008,B3-2
364,2024-06-19,0,A0008,A1-2
364,2024-06-20,0,A0008,A1-2
364,2024-06-20,1,A0008,B3-2
364,2024-06-21,0,A0008,A1-2
365,2024-06-18,0,A0008,B3-1
365,2024-06-19,0,A0008,B3-1
365,2024-06-20,0,A0008,B3-1
366,2024-06-19,0,A0008,A2-1
367,2024-06-19,0,A0008,B1-2
368,2024-06-19,0,A0003,A1-1
369,2024-06-17,0,A0003,A1-1
369,2024-06-18,0,A0003,A1-1
369,2024-06-19,0,A0003,A1-1
369,2024-06-21,0,A0003,A1-1
370,2024-06-19,0,A0008,B1-2
371,2024-06-19,0,A0003,A1-2
372,2024-06-19,0,A0008,B1-2
373,2024-06-17,0,A0008,B1-2
373,2024-06-18,0,A0008,B1-2
373,2024-06-19,0,A0008,B1-2
373,2024-06-20,0,A0008,B1-2
374,2024-06-19,0,A0008,B1-2
375,2024-06-17,0,A0003,A1-2
375,2024-06-18,0,A0003,A1-2
375,2024-06-19,0,A0003,A1-2
375,2024-06-20,0,A0003,A1-2
375,2024-06-21,0,A0003,A1-2
376,2024-06-19,0,A0003,A1-2
378,2024-06-19,0,A0008,B1-1
379,2024-06-17,0,A0008,B1-2
379,2024-06-19,0,A0008,B1-2
381,2024-06-19,0,A0008,A1-1
382,2024-06-17,0,A0003,A2-1
382,2024-06-19,0,A0003,A2-1
382,2024-06-20,0,A0003,A2-1
383,2024-06-17,0,A0008,C
383,2024-06-18,0,A0008,C
383,2024-06-19,0,A0008,C
384,2024-06-17,0,A0008,C
384,2024-06-18,0,A0008,C
384,2024-06-19,0,A0008,B1-1
385,2024-06-17,0,A0008,B1-2
385,2024-06-19,0,A0008,B1-2
385,2024-06-20,0,A0008,B1-2
386,2024-06-17,0,A0008,C
386,2024-06-18,0,A0008,C
386,2024-06-19,0,A0008,C
387,2024-06-18,0,A0008,A2-1
387,2024-06-19,0,A0008,A2-1
388,2024-06-19,0,A0008,B1-2
388,2024-06-20,0,A0008,B1-2
390,2024-06-19,0,A0008,B2-1
391,2024-06-19,0,A0008,B1-1
392,2024-06-17,0,A0003,A3-2
392,2024-06-18,0,A0003,A3-2
392,2024-06-19,0,A0003,A3-2
392,2024-06-20,0,A0003,A3-2
393,2024-06-19,0,A0008,B1-1
394,2024-06-19,0,A0008,B1-2
394,2024-06-19,2,A0008,B3-2
394,2024-06-21,0,A0008,B1-1
394,2024-06-21,2,A0008,B1-2
395,2024-06-17,0,A0003,A1-1
395,2024-06-18,0,A0003,A1-1
395,2024-06-19,0,A0003,A1-1
395,2024-06-20,0,A0003,A1-1
395,2024-06-21,0,A0003,A1-1
396,2024-06-19,0,A0003,A2-1
396,2024-06-21,0,A0008,B1-2
397,2024-06-19,0,A0008,A3-1
398,2024-06-18,0,A0003,A1-1
398,2024-06-19,0,A0003,A1-1
398,2024-06-20,0,A0003,A1-1
398,2024-06-21,0,A0003,A1-1
399,2024-06-19,0,A0003,A1-2
400,2024-06-17,0,A0008,B3-2
400,2024-06-18,0,A0008,B1-2
400,2024-06-19,0,A0008,A2-1
401,2024-06-18,0,A0008,A3-2
401,2024-06-19,0,A0008,A3-2
402,2024-06-17,0,A0008,A3-1
402,2024-06-18,0,A0008,A3-1
402,2024-06-19,0,A0008,A2-1
403,2024-06-19,0,A0008,A1-2
404,2024-06-19,0,A0008,B1-2
405,2024-06-17,0,A0008,B1-2
405,2024-06-18,0,A0008,B1-2
405,2024-06-19,0,A0008,B1-2
405,2024-06-20,0,A0008,B1-2
405,2024-06-21,0,A0008,B1-2
406,2024-06-17,0,A0003,A3-2
406,2024-06-18,0,A0003,A3-2
406,2024-06-19,0,A0003,A3-2
406,2024-06-21,0,A0003,A3-2
407,2024-06-19,0,A0008,B2-1
407,2024-06-21,0,A0008,B2-1
407,2024-06-21,1,A0008,B1-2
408,2024-06-19,0,A0003,A1-2
408,2024-06-20,0,A0003,A1-2
409,2024-06-19,0,A0008,A1-1
410,2024-06-17,0,A0003,A1-1
410,2024-06-18,0,A0003,A1-1
410,2024-06-19,0,A0003,A1-1
410,2024-06-20,0,A0003,A1-1
410,2024-06-21,0,A0003,A1-1
411,2024-06-17,0,A0008,B1-1
411,2024-06-18,0,A0008,B1-1
411,2024-06-19,0,A0008,B1-1
411,2024-06-20,0,A0008,C
411,2024-06-21,0,A0008,A3-1
412,2024-06-18,0,A0008,B1-1
412,2024-06-19,0,A0008,B1-1
412,2024-06-20,0,A0008,B1-1
412,2024-06-21,0,A0008,B1-1
413,2024-06-19,0,A0008,A3-1
413,2024-06-19,2,A0008,B2-2
414,2024-06-19,0,A0003,A1-1
415,2024-06-17,0,A0008,B1-2
415,2024-06-18,0,A0008,B1-2
415,2024-06-19,0,A0008,B1-2
415,2024-06-20,0,A0008,B1-2
415,2024-06-21,0,A0008,B1-2
417,2024-06-18,0,A0008,B1-1
417,2024-06-19,0,A0008,B1-1
417,2024-06-20,0,A0008,B1-1
417,2024-06-21,0,A0008,B1-1
418,2024-06-18,0,A0003,A1-2
418,2024-06-19,0,A0003,C
419,2024-06-19,0,A0003,A1-1
420,2024-06-17,0,A0003,A3-2
420,2024-06-18,0,A0003,A3-2
420,2024-06-19,0,A0003,A3-2
420,2024-06-21,0,A0003,A3-2
421,2024-06-17,0,A0008,A1-2
421,2024-06-18,0,A0008,A1-2
421,2024-06-19,0,A0008,A1-2
422,2024-06-19,0,A0003,A1-2
422,2024-06-21,0,A0003,A1-2
423,2024-06-21,0,A0008,C
424,2024-06-19,0,A0003,A3-2
425,2024-06-19,0,A0008,B1-2
426,2024-06-17,0,A0008,C
426,2024-06-18,0,A0008,A3-2
426,2024-06-19,0,A0008,C
426,2024-06-20,0,A0008,A3-2
426,2024-06-21,0,A0008,C
427,2024-06-19,0,A0008,B1-2
428,2024-06-17,0,A0008,B1-1
428,2024-06-19,0,A0008,B1-1
428,2024-06-20,0,A0008,B1-1
428,2024-06-21,0,A0008,B1-1
429,2024-06-19,0,A0003,B3-2
430,2024-06-19,0,A0003,A3-2
431,2024-06-17,0,A0008,A3-2
431,2024-06-17,1,A0008,A3-1
431,2024-06-18,0,A0008,A2-1
431,2024-06-19,0,A0008,A2-1
431,2024-06-20,0,A0008,B1-2
431,2024-06-21,0,A0008,A3-2
431,2024-06-21,1,A0008,B2-1
432,2024-06-17,0,A0003,A1-1
432,2024-06-19,0,A0003,A1-1
432,2024-06-20,0,A0003,A1-1
432,2024-06-21,0,A0003,A1-1
433,2024-06-19,0,A0003,A3-2
434,2024-06-19,0,A0008,B1-1
434,2024-06-19,1,A0008,B1-2
435,2024-06-19,0,A0008,B1-2
436,2024-06-19,0,A0003,A3-2
436,2024-06-19,1,A0003,B2-1
437,2024-06-17,0,A0008,B1-1
437,2024-06-18,0,A0008,B1-1
437,2024-06-19,0,A0008,B1-1
437,2024-06-20,0,A0008,B1-1
438,2024-06-17,0,A0008,B1-1
438,2024-06-18,0,A0008,C
438,2024-06-19,0,A0008,B1-1
438,2024-06-20,0,A0008,B1-1
439,2024-06-19,0,A0003,A1-1
440,2024-06-19,0,A0003,A1-2
441,2024-06-17,0,A0003,C
441,2024-06-19,0,A0003,A1-2
442,2024-06-17,0,A0003,B1-2
442,2024-06-20,0,A0003,B1-1
442,2024-06-20,1,A0003,A3-2
443,2024-06-20,0,A0003,A1-1
444,2024-06-20,0,A0003,C
444,2024-06-20,1,A0003,A3-1
444,2024-06-21,0,A0003,C
444,2024-06-21,1,A0003,B1-1
444,2024-06-21,2,A0003,A2-1
445,2024-06-18,0,A0003,A1-2
445,2024-06-20,0,A0003,A1-1
445,2024-06-20,1,A0003,A1-2
445,2024-06-21,0,A0003,A1-2
446,2024-06-17,0,A0008,A2-2
446,2024-06-20,0,A0008,A2-2
446,2024-06-21,0,A0008,A2-2
447,2024-06-17,0,A0003,C
447,2024-06-19,0,A0003,C
447,2024-06-20,0,A0003,C
448,2024-06-17,0,A0008,B1-1
448,2024-06-20,0,A0008,B1-1
448,2024-06-21,0,A0008,B1-1
449,2024-06-20,0,A0003,B2-1
450,2024-06-20,0,A0008,B2-1
451,2024-06-20,0,A0003,A1-2
452,2024-06-20,0,A0003,B3-1
454,2024-06-20,0,A0008,A2-2
454,2024-06-20,1,A0008,C
454,2024-06-20,2,A0008,B3-2
455,2024-06-20,0,A0003,A2-1
455,2024-06-21,0,A0003,A2-1
456,2024-06-18,0,A0003,A1-2
456,2024-06-20,0,A0003,A1-2
456,2024-06-21,0,A0003,A1-2
457,2024-06-20,0,A0003,A1-1
458,2024-06-19,1,A0008,C
458,2024-06-20,1,A0008,B2-1
458,2024-06-21,0,A0008,A1-1
459,2024-06-20,0,A0008,B1-2
459,2024-06-20,1,A0008,B1-1
460,2024-06-17,0,A0008,A2-2
460,2024-06-17,2,A0008,B1-1
460,2024-06-20,0,A0008,A3-2
460,2024-06-20,1,A0008,B2-1
461,2024-06-20,0,A0003,A2-1
462,2024-06-20,0,A0003,A1-2
463,2024-06-20,0,A0003,A1-1
464,2024-06-20,0,A0003,A3-2
465,2024-06-17,0,A0003,A1-2
465,2024-06-19,0,A0003,A1-2
465,2024-06-20,0,A0003,A1-2
465,2024-06-21,0,A0003,A1-2
466,2024-06-20,0,A0003,A3-2
467,2024-06-20,0,A0003,C
468,2024-06-20,0,A0003,A2-1
469,2024-06-18,0,A0003,A1-1
469,2024-06-20,0,A0003,A1-1
470,2024-06-20,0,A0003,A1-1
471,2024-06-20,0,A0008,B3-2
472,2024-06-19,0,A0008,B2-1
472,2024-06-20,0,A0008,B2-1
473,2024-06-20,0,A0008,B1-2
474,2024-06-17,0,A0008,B1-1
474,2024-06-20,0,A0008,B1-1
474,2024-06-21,0,A0008,B1-1
475,2024-06-20,0,A0008,A1-1
476,2024-06-20,0,A0003,A2-1
477,2024-06-17,0,A0003,A3-2
477,2024-06-19,0,A0003,A3-2
477,2024-06-20,0,A0003,A1-1
478,2024-06-20,0,A0008,B3-2
478,2024-06-20,2,A0008,A1-1
479,2024-06-20,0,A0003,A1-2
480,2024-06-19,0,A0003,A3-2
480,2024-06-20,0,A0003,A3-2
481,2024-06-20,0,A0008,A3-2
481,2024-06-21,0,A0008,B2-1
482,2024-06-20,0,A0008,B2-1
483,2024-06-20,0,A0003,B1-2
483,2024-06-21,0,A0003,C
485,2024-06-20,0,A0003,A2-1
485,2024-06-20,1,A0003,C
486,2024-06-20,0,A0008,B1-2
488,2024-06-17,0,A0003,A1-2
488,2024-06-18,0,A0003,A3-2
488,2024-06-19,0,A0003,A1-2
488,2024-06-20,0,A0003,A1-2
488,2024-06-21,0,A0003,A1-2
489,2024-06-20,0,A0008,C
490,2024-06-20,0,A0008,A1-2
491,2024-06-17,0,A0003,C
491,2024-06-17,1,A0003,B3-1
491,2024-06-17,3,A0003,A2-1
491,2024-06-18,0,A0003,B3-1
491,2024-06-18,1,A0003,A2-1
491,2024-06-20,0,A0003,B3-1
491,2024-06-20,1,A0003,A2-1
491,2024-06-21,0,A0003,A2-1
491,2024-06-21,1,A0003,B3-1
491,2024-06-21,2,A0003,A2-1
492,2024-06-20,0,A0003,A2-1
492,2024-06-20,2,A0003,B3-1
493,2024-06-20,1,A0003,A1-1
493,2024-06-20,2,A0003,B3-1
494,2024-06-17,0,A0008,B2-1
494,2024-06-20,0,A0008,B2-1
494,2024-06-21,0,A0008,B2-1
495,2024-06-20,0,A0008,B2-1
496,2024-06-20,0,A0003,A2-1
497,2024-06-20,0,A0008,A1-2
497,2024-06-20,1,A0008,B3-2
498,2024-06-20,0,A0008,A2-2
499,2024-06-20,0,A0003,A2-1
500,2024-06-17,0,A0003,A1-1
500,2024-06-18,0,A0003,A1-1
500,2024-06-19,0,A0003,A1-1
500,2024-06-20,0,A0003,A1-1
500,2024-06-21,0,A0003,A1-1
501,2024-06-20,0,A0008,B1-1
502,2024-06-18,0,A0008,C
502,2024-06-18,1,A0008,A1-1
502,2024-06-20,0,A0003,C
503,2024-06-20,0,A0008,A3-2
504,2024-06-20,0,A0003,C
505,2024-06-18,0,A0008,B2-1
505,2024-06-20,1,A0008,B2-1
505,2024-06-21,1,A0008,B2-1
506,2024-06-20,0,A0008,A2-2
506,2024-06-20,1,A0008,B3-2
507,2024-06-17,0,A0003,B3-1
507,2024-06-20,1,A0003,B3-1
508,2024-06-17,0,A0003,A1-1
508,2024-06-18,0,A0003,C
508,2024-06-20,0,A0003,B2-1
508,2024-06-21,0,A0003,C
508,2024-06-21,2,A0003,A1-1
509,2024-06-20,0,A0008,B2-2
510,2024-06-20,0,A0008,B1-1
512,2024-06-20,0,A0003,A2-1
512,2024-06-20,1,A0003,C
513,2024-06-20,0,A0008,A2-1
514,2024-06-20,0,A0003,A3-2
515,2024-06-20,0,A0008,B1-2
515,2024-06-21,0,A0008,B1-2
516,2024-06-17,0,A0008,B2-1
516,2024-06-20,0,A0008,B2-1
516,2024-06-21,0,A0008,B2-1
517,2024-06-17,0,A0003,A1-2
517,2024-06-18,0,A0003,A1-2
517,2024-06-19,0,A0003,C
517,2024-06-19,1,A0003,A1-2
517,2024-06-20,0,A0003,A1-2
517,2024-06-21,0,A0003,A1-2
518,2024-06-20,0,A0003,A1-2
519,2024-06-20,0,A0008,C
520,2024-06-20,0,A0003,B3-1
521,2024-06-17,0,A0003,A1-1
521,2024-06-20,0,A0003,A1-1
522,2024-06-19,0,A0008,A3-2
522,2024-06-19,1,A0008,B2-1
522,2024-06-20,0,A0008,A3-2
522,2024-06-20,1,A0008,B2-1
523,2024-06-20,0,A0003,B2-1
524,2024-06-20,0,A0003,A1-1
525,2024-06-20,0,A0008,B1-1
526,2024-06-20,0,A0003,A3-2
527,2024-06-20,0,A0003,A1-1
528,2024-06-19,0,A0003,A1-2
528,2024-06-20,0,A0003,A1-1
528,2024-06-21,0,A0003,A1-2
529,2024-06-20,0,A0003,A1-1
530,2024-06-20,0,A0003,A3-2
531,2024-06-20,0,A0008,B1-1
532,2024-06-20,0,A0008,A3-1
532,2024-06-20,1,A0008,B2-2
533,2024-06-17,0,A0003,A1-1
533,2024-06-18,0,A0003,A1-1
533,2024-06-19,0,A0003,A1-1
533,2024-06-20,0,A0003,A1-1
534,2024-06-20,0,A0008,A1-2
534,2024-06-20,2,A0008,A1-1
535,2024-06-20,0,A0003,A1-1
535,2024-06-21,0,A0003,B2-1
536,2024-06-20,0,A0008,B1-2
537,2024-06-20,0,A0003,A2-1
538,2024-06-20,0,A0003,A2-1
539,2024-06-20,1,A0003,A1-1
540,2024-06-17,0,A0008,A3-2
540,2024-06-18,0,A0003,A1-2
540,2024-06-18,0,A0008,C
540,2024-06-20,0,A0003,A1-2
541,2024-06-20,0,A0008,B1-1
542,2024-06-20,0,A0003,A1-1
543,2024-06-20,0,A0003,A3-2
543,2024-06-20,1,A0003,A1-1
544,2024-06-20,0,A0003,B3-1
545,2024-06-17,0,A0008,C
545,2024-06-18,0,A0008,C
545,2024-06-19,0,A0008,C
545,2024-06-19,1,A0008,B3-2
545,2024-06-21,0,A0008,C
546,2024-06-17,1,A0003,B3-1
546,2024-06-18,1,A0003,B3-1
546,2024-06-20,2,A0003,B3-1
547,2024-06-20,0,A0003,A2-1
548,2024-06-20,0,A0003,A1-2
549,2024-06-20,0,A0003,A1-1
550,2024-06-18,0,A0003,B2-1
550,2024-06-19,0,A0003,B2-1
550,2024-06-20,0,A0003,B2-1
551,2024-06-20,0,A0003,B3-1
552,2024-06-19,0,A0008,B1-2
552,2024-06-20,0,A0008,B1-2
552,2024-06-21,0,A0008,B1-2
553,2024-06-20,0,A0008,A3-1
554,2024-06-20,0,A0008,B3-2
555,2024-06-20,0,A0003,B2-1
556,2024-06-20,0,A0003,A3-2
557,2024-06-20,0,A0008,A3-2
558,2024-06-20,0,A0008,A1-2
559,2024-06-20,0,A0008,B2-1
560,2024-06-20,0,A0003,A1-1
561,2024-06-17,0,A0003,B3-1
561,2024-06-20,0,A0003,B3-1
562,2024-06-20,0,A0008,A1-2
563,2024-06-20,0,A0003,A1-2
563,2024-06-20,0,A0008,A1-2
564,2024-06-18,0,A0008,C
564,2024-06-20,0,A0008,B1-1
564,2024-06-21,0,A0008,B1-1
565,2024-06-18,0,A0003,A1-1
565,2024-06-20,0,A0003,A1-1
565,2024-06-21,0,A0003,A1-1
566,2024-06-20,0,A0003,A2-1
567,2024-06-20,0,A0003,A3-2
568,2024-06-20,0,A0003,A1-2
569,2024-06-20,0,A0003,B3-1
570,2024-06-18,0,A0003,A1-1
570,2024-06-20,0,A0003,A2-1
571,2024-06-20,0,A0008,B2-2
572,2024-06-20,0,A0003,A1-2
573,2024-06-18,0,A0008,C
573,2024-06-20,0,A0008,B2-1
574,2024-06-20,0,A0003,A1-2
575,2024-06-20,0,A0003,A2-1
575,2024-06-20,3,A0003,B3-1
576,2024-06-20,0,A0008,B1-2
577,2024-06-20,0,A0003,A1-1
577,2024-06-21,0,A0003,A1-1
578,2024-06-19,0,A0003,A1-2
578,2024-06-20,0,A0003,A1-2
579,2024-06-18,0,A0008,B1-1
579,2024-06-20,0,A0008,B1-1
580,2024-06-21,0,A0003,A3-1
580,2024-06-21,2,A0003,B3-1
581,2024-06-20,0,A0003,B2-1
582,2024-06-20,0,A0003,A1-2
583,2024-06-20,0,A0008,B1-1
584,2024-06-20,0,A0003,A1-2
585,2024-06-20,0,A0003,C
586,2024-06-18,0,A0008,B1-1
586,2024-06-19,0,A0008,B1-1
586,2024-06-20,0,A0008,B1-1
586,2024-06-21,0,A0008,B1-1
587,2024-06-20,0,A0003,B3-1
588,2024-06-20,1,A0008,C
589,2024-06-20,0,A0008,B1-1
590,2024-06-18,0,A0003,A1-2
590,2024-06-20,0,A0003,A1-1
591,2024-06-20,0,A0003,A1-1
592,2024-06-19,0,A0008,B1-1
592,2024-06-20,0,A0008,B1-1
592,2024-06-21,0,A0008,B1-1
593,2024-06-20,0,A0003,A1-1
595,2024-06-20,0,A0003,A3-2
596,2024-06-20,0,A0003,A1-1
597,2024-06-20,0,A0003,A1-2
598,2024-06-20,0,A0003,A1-2
599,2024-06-20,0,A0008,B1-1
599,2024-06-20,1,A0008,A2-1
600,2024-06-20,0,A0008,A3-1
601,2024-06-20,0,A0008,B1-2
602,2024-06-17,0,A0003,A3-2
602,2024-06-18,0,A0003,A3-2
602,2024-06-19,0,A0003,A3-2
602,2024-06-20,0,A0003,A3-2
603,2024-06-20,0,A0003,B2-1
604,2024-06-20,0,A0008,A1-2
604,2024-06-20,1,A0008,A2-1
605,2024-06-20,0,A0008,A1-2
606,2024-06-17,0,A0008,B1-2
606,2024-06-20,0,A0008,B1-2
607,2024-06-20,0,A0008,B1-2
607,2024-06-20,1,A0008,B1-1
608,2024-06-20,0,A0008,A1-2
609,2024-06-17,0,A0003,A3-2
609,2024-06-19,0,A0003,A3-2
609,2024-06-20,0,A0003,A3-2
609,2024-06-21,0,A0003,A3-2
610,2024-06-20,0,A0008,A1-2
611,2024-06-20,0,A0003,A1-2
612,2024-06-20,0,A0003,B3-1
613,2024-06-17,0,A0003,A1-1
613,2024-06-20,0,A0003,A1-1
614,2024-06-20,0,A0008,B1-2
615,2024-06-20,0,A0008,B1-2
616,2024-06-20,0,A0003,A1-1
617,2024-06-19,0,A0008,B1-1
617,2024-06-20,0,A0008,B1-1
618,2024-06-20,0,A0003,A1-2
619,2024-06-20,0,A0008,A1-2
620,2024-06-20,0,A0008,C
621,2024-06-20,0,A0008,A1-2
622,2024-06-20,0,A0008,B1-1
623,2024-06-20,0,A0003,C
623,2024-06-20,1,A0003,A1-2
624,2024-06-20,0,A0003,A1-1
625,2024-06-20,0,A0003,A1-1
625,2024-06-20,2,A0003,B3-1
626,2024-06-18,0,A0003,C
626,2024-06-20,0,A0003,C
627,2024-06-20,0,A0003,A3-2
627,2024-06-20,1,A0003,A1-1
628,2024-06-20,0,A0003,A1-2
628,2024-06-20,1,A0003,A2-1
629,2024-06-17,0,A0008,A2-1
629,2024-06-18,0,A0008,A2-1
629,2024-06-20,0,A0008,A2-1
630,2024-06-20,0,A0003,A1-2
631,2024-06-20,1,A0008,C
632,2024-06-20,0,A0008,B1-2
633,2024-06-18,0,A0008,C
633,2024-06-20,0,A0008,B1-2
634,2024-06-20,0,A0003,A1-1
635,2024-06-20,0,A0003,A1-1
636,2024-06-20,0,A0008,B1-1
637,2024-06-20,0,A0003,A3-2
638,2024-06-20,0,A0003,A3-2
638,2024-06-20,2,A0003,A1-1
638,2024-06-20,3,A0003,B3-1
639,2024-06-20,0,A0003,A1-1
640,2024-06-20,0,A0008,B1-2
640,2024-06-20,1,A0008,C
641,2024-06-20,0,A0008,B1-2
643,2024-06-18,0,A0008,C
643,2024-06-20,0,A0008,C
643,2024-06-21,0,A0008,C
644,2024-06-17,0,A0008,B3-1
644,2024-06-17,1,A0008,A2-1
644,2024-06-18,1,A0008,B3-1
644,2024-06-18,2,A0008,A2-1
644,2024-06-20,0,A0008,B3-1
644,2024-06-20,1,A0008,A2-1
645,2024-06-20,0,A0003,A2-1
647,2024-06-18,0,A0003,A1-2
647,2024-06-20,0,A0003,A1-2
648,2024-06-20,0,A0008,B3-1
649,2024-06-20,0,A0003,A1-1
650,2024-06-20,0,A0008,A1-2
651,2024-06-18,0,A0008,C
651,2024-06-20,0,A0008,B1-1
652,2024-06-20,0,A0003,A3-2
652,2024-06-20,1,A0003,A1-1
653,2024-06-20,0,A0008,A3-2
654,2024-06-20,0,A0008,C
655,2024-06-20,0,A0008,B1-1
656,2024-06-20,0,A0008,B1-2
657,2024-06-20,0,A0003,B1-2
657,2024-06-20,1,A0003,B1-1
658,2024-06-20,0,A0003,A1-2
658,2024-06-20,1,A0003,A1-1
659,2024-06-17,0,A0003,A1-2
659,2024-06-18,0,A0003,A1-2
659,2024-06-20,0,A0003,A1-2
659,2024-06-21,0,A0003,A1-2
660,2024-06-20,0,A0003,A1-1
661,2024-06-20,0,A0003,A2-1
662,2024-06-17,0,A0008,B3-1
662,2024-06-17,1,A0008,B1-2
662,2024-06-20,0,A0008,B1-1
664,2024-06-20,0,A0003,A1-1
665,2024-06-20,0,A0003,A1-1
666,2024-06-20,0,A0008,B1-1
666,2024-06-20,1,A0008,B1-2
667,2024-06-20,0,A0008,B1-2
668,2024-06-20,0,A0003,B3-1
669,2024-06-20,0,A0008,A2-1
670,2024-06-20,0,A0003,A1-2
671,2024-06-20,0,A0008,B1-2
672,2024-06-20,0,A0003,A1-2
673,2024-06-20,0,A0008,B1-1
674,2024-06-20,0,A0003,A1-1
675,2024-06-20,0,A0008,B1-2
675,2024-06-20,1,A0008,A2-2
676,2024-06-20,0,A0003,A1-2
677,2024-06-20,0,A0008,A1-1
678,2024-06-20,1,A0003,B3-1
679,2024-06-18,0,A0003,A1-2
679,2024-06-20,0,A0003,A1-2
680,2024-06-20,0,A0008,A2-1
681,2024-06-17,0,A0008,B1-2
681,2024-06-18,0,A0008,B1-2
681,2024-06-20,0,A0008,B1-2
681,2024-06-21,0,A0008,B1-2
682,2024-06-20,0,A0003,A1-1
683,2024-06-20,0,A0008,B1-1
683,2024-06-20,1,A0008,B1-2
684,2024-06-20,0,A0003,A1-1
685,2024-06-18,0,A0003,B1-1
685,2024-06-20,0,A0003,B1-1
686,2024-06-20,0,A0003,B2-1
687,2024-06-20,0,A0008,A3-2
687,2024-06-20,2,A0008,B2-1
688,2024-06-17,0,A0008,A2-1
688,2024-06-20,0,A0008,C
688,2024-06-20,2,A0008,B1-2
688,2024-06-20,3,A0008,A3-1
688,2024-06-20,4,A0008,A1-2
689,2024-06-17,0,A0003,A1-1
689,2024-06-18,0,A0003,A1-1
689,2024-06-20,0,A0003,A1-1
689,2024-06-21,0,A0003,A1-1
690,2024-06-17,0,A0008,B3-1
690,2024-06-18,0,A0008,B1-1
690,2024-06-19,0,A0008,B1-1
690,2024-06-20,0,A0008,B1-1
690,2024-06-21,0,A0008,B1-1
691,2024-06-20,0,A0003,A1-2
692,2024-06-20,0,A0008,B1-2
693,2024-06-17,0,A0003,B2-1
693,2024-06-20,0,A0003,B2-1
693,2024-06-21,0,A0003,B2-1
694,2024-06-20,0,A0008,C
695,2024-06-20,0,A0008,B2-1
696,2024-06-20,0,A0003,A1-1
697,2024-06-20,0,A0003,A1-1
698,2024-06-20,0,A0008,B1-1
698,2024-06-20,1,A0008,B1-2
699,2024-06-20,0,A0008,A3-2
699,2024-06-20,1,A0008,A1-1
700,2024-06-20,0,A0003,A1-1
701,2024-06-20,0,A0003,A3-2
701,2024-06-20,1,A0003,A1-1
702,2024-06-20,0,A0003,A1-2
703,2024-06-17,0,A0008,B1-2
703,2024-06-18,0,A0008,B1-2
703,2024-06-20,0,A0008,B1-2
704,2024-06-20,0,A0003,A1-1
705,2024-06-20,0,A0008,A1-1
706,2024-06-20,0,A0008,B1-1
707,2024-06-20,0,A0008,C
707,2024-06-20,1,A0008,C
708,2024-06-17,0,A0008,B1-2
708,2024-06-18,0,A0008,C
708,2024-06-20,0,A0008,B1-2
709,2024-06-20,0,A0008,A3-1
709,2024-06-21,0,A0008,A2-2
710,2024-06-17,0,A0008,C
710,2024-06-20,0,A0008,A3-1
710,2024-06-20,1,A0008,A1-2
711,2024-06-17,0,A0008,C
711,2024-06-18,0,A0008,B1-2
711,2024-06-19,0,A0008,B1-2
711,2024-06-20,0,A0008,B1-2
712,2024-06-20,0,A0003,A3-2
713,2024-06-20,0,A0003,A1-1
714,2024-06-20,0,A0003,A1-2
715,2024-06-17,0,A0003,A1-1
715,2024-06-18,0,A0003,A1-1
715,2024-06-20,0,A0003,A1-1
715,2024-06-21,0,A0003,A1-1
717,2024-06-20,0,A0008,B1-1
718,2024-06-20,0,A0003,A3-2
719,2024-06-18,0,A0003,A1-2
719,2024-06-20,0,A0003,A1-2
720,2024-06-17,0,A0003,B2-1
720,2024-06-18,0,A0003,B2-1
720,2024-06-19,0,A0003,B2-1
720,2024-06-20,0,A0003,B2-1
