vehicle_id,seg_id,collectiontime,date,time_stamp,road_id,longitude,latitude,speed,acceleratorpedal,brakestatus,gearnum,havebrake,havedriver,excluded_reason
505,0,1718616428000,2024-06-17,17:27:08,A0008,123.178605,32.326798,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616438000,2024-06-17,17:27:18,A0008,123.178646,32.326766000000006,3.1,0,101,13,1,0,outside_200m_all_points
505,0,1718616448000,2024-06-17,17:27:28,A0008,123.17869,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616458000,2024-06-17,17:27:38,A0008,123.178691,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616468000,2024-06-17,17:27:48,A0008,123.178691,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616478000,2024-06-17,17:27:58,A0008,123.178691,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616488000,2024-06-17,17:28:08,A0008,123.178691,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616498000,2024-06-17,17:28:18,A0008,123.178691,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616508000,2024-06-17,17:28:28,A0008,123.178691,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616518000,2024-06-17,17:28:38,A0008,123.178691,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616528000,2024-06-17,17:28:48,A0008,123.178691,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616538000,2024-06-17,17:28:58,A0008,123.178691,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616548000,2024-06-17,17:29:08,A0008,123.178691,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616558000,2024-06-17,17:29:18,A0008,123.178691,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616568000,2024-06-17,17:29:28,A0008,123.178691,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616578000,2024-06-17,17:29:38,A0008,123.178691,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616588000,2024-06-17,17:29:48,A0008,123.178691,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718616598000,2024-06-17,17:29:58,A0008,123.178691,32.326763,0.0,0,101,13,1,0,outside_200m_all_points
505,0,1718874049000,2024-06-20,17:00:49,A0008,123.17889,32.326736,0.0,0,101,15,1,0,outside_200m_all_points
505,0,1718874049000,2024-06-20,17:00:49,A0008,123.17889,32.326736,0.0,0,101,15,1,0,outside_200m_all_points
505,0,1718874059000,2024-06-20,17:00:59,A0008,123.17889,32.326736,0.0,0,101,15,1,0,outside_200m_all_points
505,0,1718874069000,2024-06-20,17:01:09,A0008,123.17889,32.326736,0.0,0,101,15,1,0,outside_200m_all_points
505,0,1718874079000,2024-06-20,17:01:19,A0008,123.17889,32.326736,0.0,0,101,15,1,0,outside_200m_all_points
505,0,1718874089000,2024-06-20,17:01:29,A0008,123.178886,32.326752,4.3,0,0,14,0,0,outside_200m_all_points
505,0,1718874099000,2024-06-20,17:01:39,A0008,123.178846,32.326787,9.7,15,0,14,0,1,outside_200m_all_points
505,0,1718874109000,2024-06-20,17:01:49,A0008,123.178615,32.326772000000005,4.5,0,101,14,1,0,outside_200m_all_points
505,0,1718874119000,2024-06-20,17:01:59,A0008,123.178596,32.326796,1.7,0,101,14,1,0,outside_200m_all_points
505,0,1718959259000,2024-06-21,16:40:59,A0008,123.178771,32.32676,1.2,0,101,13,1,0,outside_200m_all_points
505,0,1718959269000,2024-06-21,16:41:09,A0008,123.178755,32.326778000000004,1.2,0,101,13,1,0,outside_200m_all_points
505,0,1718959279000,2024-06-21,16:41:19,A0008,123.178622,32.326777,4.9,0,101,14,1,0,outside_200m_all_points
505,0,1718959289000,2024-06-21,16:41:29,A0008,123.178585,32.326804,1.2,0,101,14,1,0,outside_200m_all_points
534,1,1718875219000,2024-06-20,17:20:19,A0008,123.178204,32.326811000000006,21.4,9,0,14,0,1,outside_200m_all_points
545,0,1718874393000,2024-06-20,17:06:33,A0008,123.178333,32.326839,30.6,33,0,14,0,1,outside_200m_all_points
558,0,1718702032000,2024-06-18,17:13:52,A0008,123.184528,32.327070000000006,8.5,0,0,14,1,0,outside_200m_all_points
558,0,1718702042000,2024-06-18,17:14:02,A0008,123.185076,32.327121000000005,32.3,14,0,14,0,1,outside_200m_all_points
588,0,1718872854000,2024-06-20,16:40:54,A0008,123.178345,32.326959,0.6,0,0,13,0,1,outside_200m_all_points
588,0,1718872863000,2024-06-20,16:41:03,A0008,123.178345,32.326959,0.6,0,0,13,0,1,outside_200m_all_points
588,0,1718872873000,2024-06-20,16:41:13,A0008,123.178345,32.326959,0.6,0,0,13,0,1,outside_200m_all_points
588,0,1718872883000,2024-06-20,16:41:23,A0008,123.178345,32.326959,0.6,0,0,13,0,1,outside_200m_all_points
594,0,1718786522000,2024-06-19,16:42:02,A0008,123.178034,32.326644,0.0,0,101,14,1,1,outside_200m_all_points
594,0,1718786532000,2024-06-19,16:42:12,A0008,123.178034,32.32664800000001,0.0,0,101,14,1,0,outside_200m_all_points
594,0,1718786542000,2024-06-19,16:42:22,A0008,123.178034,32.32664800000001,0.0,0,101,14,1,0,outside_200m_all_points
594,0,1718786552000,2024-06-19,16:42:32,A0008,123.178034,32.32664800000001,0.0,0,101,14,1,0,outside_200m_all_points
594,0,1718786562000,2024-06-19,16:42:42,A0008,123.177896,32.326769,35.3,29,0,14,0,1,outside_200m_all_points
594,0,1718873446000,2024-06-20,16:50:46,A0008,123.178057,32.326604,0.0,0,101,14,1,0,outside_200m_all_points
594,0,1718873456000,2024-06-20,16:50:56,A0008,123.178057,32.326604,0.0,0,101,14,1,0,outside_200m_all_points
594,0,1718873466000,2024-06-20,16:51:06,A0008,123.178057,32.326604,0.0,0,101,14,1,0,outside_200m_all_points
594,0,1718873476000,2024-06-20,16:51:16,A0008,123.178057,32.326604,0.0,0,101,14,1,0,outside_200m_all_points
594,0,1718873486000,2024-06-20,16:51:26,A0008,123.178049,32.326615000000004,13.5,12,0,14,0,1,outside_200m_all_points
594,0,1718873496000,2024-06-20,16:51:36,A0008,123.17781200000002,32.326746,22.2,16,0,14,0,1,outside_200m_all_points
601,0,1718699649000,2024-06-18,16:34:09,A0008,123.17803899999998,32.326677000000004,20.4,5,0,14,1,0,outside_200m_all_points
631,0,1718874324000,2024-06-20,17:05:24,A0008,123.185166,32.327146,4.0,0,8,14,1,1,outside_200m_all_points
642,0,1718875124000,2024-06-20,17:18:44,A0008,123.177849,32.326781,23.2,7,0,14,0,1,outside_200m_all_points
644,0,1718700137000,2024-06-18,16:42:17,A0008,123.18456100000002,32.327111,1.1,0,0,14,0,0,outside_200m_all_points
644,0,1718700147000,2024-06-18,16:42:27,A0008,123.18457,32.327158000000004,6.8,38,0,14,0,1,outside_200m_all_points
646,0,1718874856000,2024-06-20,17:14:16,A0008,123.185333,32.327187,11.0,5,0,14,1,1,outside_200m_all_points
646,0,1718874866000,2024-06-20,17:14:26,A0008,123.18515,32.327185,0.0,0,101,14,1,1,outside_200m_all_points
646,0,1718874876000,2024-06-20,17:14:36,A0008,123.185167,32.327191,0.0,0,101,14,1,1,outside_200m_all_points
646,0,1718874886000,2024-06-20,17:14:46,A0008,123.185174,32.327195,0.0,16,0,14,1,1,outside_200m_all_points
646,0,1718874896000,2024-06-20,17:14:56,A0008,123.18511,32.327197,2.0,0,0,14,1,1,outside_200m_all_points
646,0,1718874906000,2024-06-20,17:15:06,A0008,123.185038,32.327185,2.0,0,0,14,1,1,outside_200m_all_points
646,0,1718874916000,2024-06-20,17:15:16,A0008,123.185014,32.327181,0.0,0,101,14,1,1,outside_200m_all_points
646,0,1718874926000,2024-06-20,17:15:26,A0008,123.185014,32.327183000000005,0.0,0,0,13,1,1,outside_200m_all_points
646,0,1718874936000,2024-06-20,17:15:36,A0008,123.185022,32.327172999999995,0.0,0,101,13,1,1,outside_200m_all_points
646,0,1718874946000,2024-06-20,17:15:46,A0008,123.185022,32.327181,0.0,0,101,14,1,1,outside_200m_all_points
646,0,1718874956000,2024-06-20,17:15:56,A0008,123.185022,32.327181,0.0,0,101,14,1,1,outside_200m_all_points
646,0,1718874966000,2024-06-20,17:16:06,A0008,123.185022,32.327175,0.0,0,0,13,1,1,outside_200m_all_points
646,0,1718874976000,2024-06-20,17:16:16,A0008,123.18507,32.327197,1.0,0,0,13,1,1,outside_200m_all_points
646,0,1718874986000,2024-06-20,17:16:26,A0008,123.185078,32.327201,0.0,0,0,14,1,1,outside_200m_all_points
646,0,1718874996000,2024-06-20,17:16:36,A0008,123.185089,32.327187,0.0,0,101,14,1,1,outside_200m_all_points
646,0,1718875006000,2024-06-20,17:16:46,A0008,123.185102,32.327177000000006,0.0,0,101,14,1,1,outside_200m_all_points
646,0,1718875016000,2024-06-20,17:16:56,A0008,123.18511,32.327171,0.0,0,101,14,1,1,outside_200m_all_points
646,0,1718875026000,2024-06-20,17:17:06,A0008,123.18511,32.327172999999995,0.0,0,101,14,1,1,outside_200m_all_points
646,0,1718875036000,2024-06-20,17:17:16,A0008,123.18511,32.327177000000006,0.0,0,101,14,1,1,outside_200m_all_points
646,0,1718875046000,2024-06-20,17:17:26,A0008,123.18511,32.327175,0.0,0,101,14,1,1,outside_200m_all_points
646,0,1718875056000,2024-06-20,17:17:36,A0008,123.18511,32.327175,0.0,0,101,14,1,1,outside_200m_all_points
646,0,1718875066000,2024-06-20,17:17:46,A0008,123.18511,32.32718,0.0,0,101,14,1,1,outside_200m_all_points
646,0,1718875076000,2024-06-20,17:17:56,A0008,123.18511,32.327183000000005,2.0,0,0,13,1,1,outside_200m_all_points
646,0,1718875086000,2024-06-20,17:18:06,A0008,123.185102,32.327197,0.0,0,101,0,1,1,outside_200m_all_points
646,0,1718875096000,2024-06-20,17:18:16,A0008,123.185102,32.327218,0.0,0,101,13,1,1,outside_200m_all_points
646,0,1718875106000,2024-06-20,17:18:26,A0008,123.18511,32.327234999999995,1.0,0,0,13,1,1,outside_200m_all_points
646,1,1718875156000,2024-06-20,17:19:16,A0008,123.185102,32.327211000000005,1.0,0,0,14,1,1,outside_200m_all_points
646,1,1718875166000,2024-06-20,17:19:26,A0008,123.18509,32.327185,0.0,0,101,14,1,1,outside_200m_all_points
646,1,1718875176000,2024-06-20,17:19:36,A0008,123.185102,32.327172000000004,2.0,0,0,14,1,1,outside_200m_all_points
646,1,1718875186000,2024-06-20,17:19:46,A0008,123.185022,32.327147,1.0,0,101,14,1,1,outside_200m_all_points
646,1,1718875196000,2024-06-20,17:19:56,A0008,123.185007,32.327165,0.0,0,101,14,1,1,outside_200m_all_points
646,1,1718875206000,2024-06-20,17:20:06,A0008,123.185015,32.327171,0.0,0,101,14,1,1,outside_200m_all_points
646,1,1718875216000,2024-06-20,17:20:16,A0008,123.185014,32.327185,0.0,0,101,14,1,1,outside_200m_all_points
646,1,1718875226000,2024-06-20,17:20:26,A0008,123.185022,32.327195,0.0,0,101,14,1,1,outside_200m_all_points
646,1,1718875236000,2024-06-20,17:20:36,A0008,123.185022,32.327191,0.0,0,101,14,1,1,outside_200m_all_points
646,1,1718875246000,2024-06-20,17:20:46,A0008,123.185022,32.327191,0.0,0,101,14,1,1,outside_200m_all_points
646,1,1718875256000,2024-06-20,17:20:56,A0008,123.185022,32.327191,0.0,0,101,14,1,1,outside_200m_all_points
646,1,1718875266000,2024-06-20,17:21:06,A0008,123.184974,32.327196,8.0,12,0,14,1,1,outside_200m_all_points
646,1,1718875276000,2024-06-20,17:21:16,A0008,123.184813,32.327186,5.0,0,0,14,1,1,outside_200m_all_points
646,1,1718875286000,2024-06-20,17:21:26,A0008,123.184821,32.327141999999995,0.0,0,101,13,1,1,outside_200m_all_points
646,1,1718875296000,2024-06-20,17:21:36,A0008,123.185222,32.32714,23.0,38,0,14,1,1,outside_200m_all_points
687,1,1718872710000,2024-06-20,16:38:30,A0008,123.178525,32.326925,18.0,1,0,14,0,1,outside_200m_all_points
687,1,1718872740000,2024-06-20,16:39:00,A0008,123.178182,32.326853,0.0,0,101,14,1,0,outside_200m_all_points
688,1,1718874740000,2024-06-20,17:12:20,A0008,123.180267,32.329136000000005,19.0,0,0,14,1,0,outside_200m_all_points
716,0,1718874347000,2024-06-20,17:05:47,A0008,123.185304,32.327129,17.5,0,0,14,1,0,outside_200m_all_points
716,0,1718874357000,2024-06-20,17:05:57,A0008,123.184755,32.327143,18.3,0,0,14,1,0,outside_200m_all_points
716,0,1718874367000,2024-06-20,17:06:07,A0008,123.184541,32.327095,2.3,0,5,13,0,1,outside_200m_all_points
716,0,1718874377000,2024-06-20,17:06:17,A0008,123.18466200000002,32.32713200000001,18.8,17,0,14,0,1,outside_200m_all_points
716,0,1718874387000,2024-06-20,17:06:27,A0008,123.185142,32.327138000000005,20.9,14,0,14,0,1,outside_200m_all_points
724,0,1718875445000,2024-06-20,17:24:05,A0008,123.17796,32.326701,25.0,38,0,14,0,1,outside_200m_all_points
781,1,1718875752000,2024-06-20,17:29:12,A0008,123.180274,32.329148,26.0,2,0,14,0,1,outside_200m_all_points
808,0,1718699624000,2024-06-18,16:33:44,A0008,123.178068,32.326584000000004,0.0,0,30,14,1,0,outside_200m_all_points
822,0,1718702025000,2024-06-18,17:13:45,A0008,123.17808,32.326586000000006,0.0,9,0,14,1,1,outside_200m_all_points
822,0,1718702035000,2024-06-18,17:13:55,A0008,123.178038,32.32680000000001,12.8,22,0,14,0,1,outside_200m_all_points
867,0,1718700457000,2024-06-18,16:47:37,A0008,123.178533,32.32669300000001,0.0,0,23,15,1,0,outside_200m_all_points
867,0,1718700467000,2024-06-18,16:47:47,A0008,123.178526,32.326734,4.0,0,0,14,0,0,outside_200m_all_points
867,0,1718700477000,2024-06-18,16:47:57,A0008,123.17855,32.326750000000004,2.5,16,0,14,0,1,outside_200m_all_points
867,0,1718700487000,2024-06-18,16:48:07,A0008,123.178609,32.326787,1.1,0,25,14,1,0,outside_200m_all_points
867,0,1718700497000,2024-06-18,16:48:17,A0008,123.178596,32.326842,8.8,41,0,14,0,1,outside_200m_all_points
867,0,1718700507000,2024-06-18,16:48:27,A0008,123.178,32.326761000000005,18.7,29,0,14,0,1,outside_200m_all_points
875,1,1718613853000,2024-06-17,16:44:13,A0008,123.180231,32.329268,24.4,7,0,14,0,1,outside_200m_all_points
884,1,1718702260000,2024-06-18,17:17:40,A0008,123.185329,32.327139,13.7,0,25,14,1,0,outside_200m_all_points
901,0,1718700174000,2024-06-18,16:42:54,A0008,123.178088,32.326602,2.5,0,5,14,1,1,outside_200m_all_points
901,0,1718700184000,2024-06-18,16:43:04,A0008,123.178083,32.326615999999994,0.0,0,6,14,1,1,outside_200m_all_points
901,0,1718700194000,2024-06-18,16:43:14,A0008,123.178087,32.326619,0.0,0,5,14,1,1,outside_200m_all_points
901,0,1718700204000,2024-06-18,16:43:24,A0008,123.177935,32.326799,16.9,18,0,14,0,1,outside_200m_all_points
904,0,1718699471000,2024-06-18,16:31:11,A0008,123.178036,32.326639,3.1,0,101,14,1,0,outside_200m_all_points
904,0,1718699476000,2024-06-18,16:31:16,A0008,123.178029,32.32665,0.0,0,101,14,1,0,outside_200m_all_points
904,0,1718699481000,2024-06-18,16:31:21,A0008,123.178029,32.32665,0.0,0,101,14,1,0,outside_200m_all_points
904,0,1718699486000,2024-06-18,16:31:26,A0008,123.178027,32.326653,1.2,0,101,14,1,0,outside_200m_all_points
904,0,1718699491000,2024-06-18,16:31:31,A0008,123.178016,32.326667,0.3,0,101,14,1,0,outside_200m_all_points
904,0,1718699496000,2024-06-18,16:31:36,A0008,123.178014,32.32667,0.0,0,101,14,1,0,outside_200m_all_points
904,0,1718699501000,2024-06-18,16:31:41,A0008,123.178014,32.32667,0.0,0,101,14,1,0,outside_200m_all_points
904,0,1718699506000,2024-06-18,16:31:46,A0008,123.177957,32.326735,12.8,9,0,14,0,1,outside_200m_all_points
974,1,1718700047000,2024-06-18,16:40:47,A0008,123.185083,32.327160000000006,2.9,0,0,14,0,1,outside_200m_all_points
1000,0,1718700770000,2024-06-18,16:52:50,A0008,123.185365,32.32717,11.0,0,4,14,1,0,outside_200m_all_points
1000,0,1718700780000,2024-06-18,16:53:00,A0008,123.18518,32.327162,2.0,0,0,14,1,0,outside_200m_all_points
1000,0,1718700790000,2024-06-18,16:53:10,A0008,123.185127,32.327165,1.4,0,5,14,1,0,outside_200m_all_points
1000,0,1718700800000,2024-06-18,16:53:20,A0008,123.18508500000002,32.327213,10.1,0,0,14,1,0,outside_200m_all_points
1000,1,1718701110000,2024-06-18,16:58:30,A0008,123.185111,32.327202,5.3,0,0,14,0,1,outside_200m_all_points
1000,1,1718701120000,2024-06-18,16:58:40,A0008,123.18511,32.327185,0.0,23,45,14,1,0,outside_200m_all_points
1000,1,1718701130000,2024-06-18,16:58:50,A0008,123.185231,32.327137,10.9,19,0,14,0,1,outside_200m_all_points
1007,0,1718701756000,2024-06-18,17:09:16,A0008,123.185387,32.327175,17.9,0,0,14,1,0,outside_200m_all_points
1007,0,1718701766000,2024-06-18,17:09:26,A0008,123.18482,32.327155000000005,12.2,0,0,14,1,0,outside_200m_all_points
1007,0,1718701776000,2024-06-18,17:09:36,A0008,123.184625,32.327133,2.2,0,0,14,1,1,outside_200m_all_points
1034,0,1718701852000,2024-06-18,17:10:52,A0008,123.178049,32.326584000000004,34.8,0,101,14,1,0,outside_200m_all_points
1034,0,1718701857000,2024-06-18,17:10:57,A0008,123.177818,32.326754,15.5,5,0,14,0,1,outside_200m_all_points
1066,0,1718702038000,2024-06-18,17:13:58,A0008,123.177993,32.32673,16.3,2,0,14,0,1,outside_200m_all_points
1067,0,1718614922000,2024-06-17,17:02:02,A0008,123.177941,32.326785,12.5,4,0,14,1,0,outside_200m_all_points
1075,1,1718615936000,2024-06-17,17:18:56,A0008,123.180231,32.32927100000001,37.2,4,0,14,1,0,outside_200m_all_points
1094,0,1718961484000,2024-06-21,17:18:04,A0008,123.185291,32.327141,21.9,0,8,14,1,0,outside_200m_all_points
1094,0,1718961494000,2024-06-21,17:18:14,A0008,123.18474,32.327148,22.6,0,6,14,1,0,outside_200m_all_points
1094,0,1718961504000,2024-06-21,17:18:24,A0008,123.184541,32.327098,0.0,26,0,13,0,1,outside_200m_all_points
1094,0,1718961514000,2024-06-21,17:18:34,A0008,123.184589,32.327107,9.4,4,0,14,0,1,outside_200m_all_points
1094,0,1718961524000,2024-06-21,17:18:44,A0008,123.184672,32.327117,0.0,0,14,14,1,0,outside_200m_all_points
1094,0,1718961534000,2024-06-21,17:18:54,A0008,123.184673,32.327121000000005,0.0,0,15,14,1,0,outside_200m_all_points
1094,0,1718961544000,2024-06-21,17:19:04,A0008,123.184686,32.327121000000005,6.8,29,0,14,0,1,outside_200m_all_points
1094,0,1718961554000,2024-06-21,17:19:14,A0008,123.1853,32.32712,21.2,4,0,14,0,0,outside_200m_all_points
1094,1,1718961594000,2024-06-21,17:19:54,A0008,123.18532,32.327139,23.5,3,0,14,1,0,outside_200m_all_points
1095,0,1718873683000,2024-06-20,16:54:43,A0008,123.177949,32.326721000000006,16.4,0,0,14,0,0,outside_200m_all_points
1110,0,1718960477000,2024-06-21,17:01:17,A0008,123.178401,32.326856,21.0,0,101,14,1,0,outside_200m_all_points
1110,0,1718960507000,2024-06-21,17:01:47,A0008,123.178478,32.326763,2.0,29,0,13,0,1,outside_200m_all_points
1121,1,1718960380000,2024-06-21,16:59:40,A0008,123.185392,32.327187,25.5,0,0,14,0,0,outside_200m_all_points
1128,1,1718959435000,2024-06-21,16:43:55,A0008,123.18041200000002,32.32883,21.9,0,0,14,0,0,outside_200m_all_points
1129,1,1718960035000,2024-06-21,16:53:55,A0008,123.180319,32.329077000000005,20.9,3,0,14,0,1,outside_200m_all_points
1135,0,1718961792000,2024-06-21,17:23:12,A0008,123.185027,32.327071999999994,30.6,23,0,14,0,1,outside_200m_all_points
1135,0,1718961802000,2024-06-21,17:23:22,A0008,123.184472,32.327075,8.6,0,4,14,1,0,outside_200m_all_points
1135,0,1718961812000,2024-06-21,17:23:32,A0008,123.184405,32.3271,0.0,0,5,14,1,0,outside_200m_all_points
1135,0,1718961822000,2024-06-21,17:23:42,A0008,123.184377,32.327122,0.0,0,5,14,1,0,outside_200m_all_points
1135,0,1718961832000,2024-06-21,17:23:52,A0008,123.184361,32.327122,1.5,0,3,14,1,1,outside_200m_all_points
1135,0,1718961842000,2024-06-21,17:24:02,A0008,123.18435,32.3271,0.0,0,5,14,1,0,outside_200m_all_points
1135,0,1718961852000,2024-06-21,17:24:12,A0008,123.184127,32.327069,20.2,15,0,14,0,1,outside_200m_all_points
1135,1,1718961892000,2024-06-21,17:24:52,A0008,123.183466,32.327071999999994,4.6,0,2,14,0,1,outside_200m_all_points
1135,1,1718961902000,2024-06-21,17:25:02,A0008,123.183427,32.327111,11.9,29,0,14,0,1,outside_200m_all_points
1135,1,1718961912000,2024-06-21,17:25:12,A0008,123.1839,32.327113,16.7,8,0,14,0,1,outside_200m_all_points
1135,1,1718961922000,2024-06-21,17:25:22,A0008,123.184458,32.327119,21.9,0,0,14,0,1,outside_200m_all_points
1135,1,1718961932000,2024-06-21,17:25:32,A0008,123.185022,32.32713,13.9,0,0,14,0,0,outside_200m_all_points
1155,0,1718875537000,2024-06-20,17:25:37,A0008,123.177921,32.326750000000004,17.5,29,0,14,0,1,outside_200m_all_points
1155,0,1718960988000,2024-06-21,17:09:48,A0008,123.177896,32.326757,15.2,45,0,14,0,1,outside_200m_all_points
1155,0,1718960991000,2024-06-21,17:09:51,A0008,123.178021,32.326644,25.7,25,0,14,0,1,outside_200m_all_points
1160,2,1718961552000,2024-06-21,17:19:12,A0008,123.177894,32.32675500000001,15.2,0,0,14,0,1,outside_200m_all_points
1170,0,1718962019000,2024-06-21,17:26:59,A0008,123.178041,32.326582,3.7,0,0,14,0,0,outside_200m_all_points
1170,0,1718962029000,2024-06-21,17:27:09,A0008,123.17803,32.326615999999994,0.0,0,38,14,1,0,outside_200m_all_points
1170,0,1718962039000,2024-06-21,17:27:19,A0008,123.178032,32.326629,0.0,0,39,14,1,0,outside_200m_all_points
1170,0,1718962049000,2024-06-21,17:27:29,A0008,123.177909,32.326745,10.0,8,0,14,0,1,outside_200m_all_points
1174,0,1718614697000,2024-06-17,16:58:17,A0008,123.185196,32.327115000000006,2.5,0,5,14,1,0,outside_200m_all_points
1174,0,1718873071000,2024-06-20,16:44:31,A0008,123.18501100000002,32.327161000000004,2.3,0,10,14,1,0,outside_200m_all_points
1174,0,1718959255000,2024-06-21,16:40:55,A0008,123.185317,32.327115000000006,18.4,0,10,14,1,0,outside_200m_all_points
1174,1,1718959787000,2024-06-21,16:49:47,A0008,123.18501100000002,32.327167,14.0,20,0,14,0,1,outside_200m_all_points
1177,1,1718959606000,2024-06-21,16:46:46,A0008,123.180221,32.329194,44.4,0,0,14,0,0,outside_200m_all_points
1178,0,1718874696000,2024-06-20,17:11:36,A0008,123.177856,32.32687,8.0,0,0,14,0,0,outside_200m_all_points
1178,0,1718874756000,2024-06-20,17:12:36,A0008,123.178027,32.326930000000004,1.0,0,101,13,1,0,outside_200m_all_points
1178,0,1718874846000,2024-06-20,17:14:06,A0008,123.178034,32.326917,0.0,7,0,14,0,1,outside_200m_all_points
1178,0,1718874996000,2024-06-20,17:16:36,A0008,123.17787,32.326812000000004,21.0,15,0,14,0,1,outside_200m_all_points
1188,0,1718786621000,2024-06-19,16:43:41,A0008,123.178758,32.326981,33.0,17,0,14,0,1,outside_200m_all_points
1196,0,1718959076000,2024-06-21,16:37:56,A0008,123.185342,32.327158000000004,17.0,0,0,14,1,0,outside_200m_all_points
1200,0,1718875689000,2024-06-20,17:28:09,A0008,123.183732,32.327121000000005,33.9,19,0,14,0,1,outside_200m_all_points
1202,0,1718959122000,2024-06-21,16:38:42,A0008,123.185159,32.327143,5.0,0,101,14,0,0,outside_200m_all_points
1202,0,1718959131000,2024-06-21,16:38:51,A0008,123.184865,32.327137,14.6,29,0,14,0,1,outside_200m_all_points
1202,0,1718959132000,2024-06-21,16:38:52,A0008,123.184766,32.327145,13.6,0,101,14,0,0,outside_200m_all_points
1202,0,1718959142000,2024-06-21,16:39:02,A0008,123.184574,32.327110000000005,2.4,0,101,14,0,0,outside_200m_all_points
1202,1,1718959392000,2024-06-21,16:43:12,A0008,123.184865,32.327139,17.3,0,101,14,0,0,outside_200m_all_points
1206,0,1718960072000,2024-06-21,16:54:32,A0008,123.178019,32.326615999999994,22.2,17,0,14,0,1,outside_200m_all_points
1228,0,1718960743000,2024-06-21,17:05:43,A0008,123.178099,32.326591,8.1,0,4,14,1,0,outside_200m_all_points
1228,0,1718960771000,2024-06-21,17:06:11,A0008,123.178077,32.326624,0.0,0,17,14,1,0,outside_200m_all_points
1267,0,1718614555000,2024-06-17,16:55:55,A0008,123.178054,32.326676000000006,0.0,0,101,14,1,0,outside_200m_all_points
1267,0,1718614585000,2024-06-17,16:56:25,A0008,123.178054,32.326676000000006,0.0,0,101,14,1,0,outside_200m_all_points
1270,1,1718959497000,2024-06-21,16:44:57,A0008,123.180206,32.329286,40.4,14,0,14,0,1,outside_200m_all_points
1278,0,1718959417000,2024-06-21,16:43:37,A0008,123.178907,32.32686200000001,0.0,0,101,13,1,0,outside_200m_all_points
1278,0,1718959446000,2024-06-21,16:44:06,A0008,123.178947,32.326823000000005,0.0,0,101,13,1,0,outside_200m_all_points
1278,0,1718959476000,2024-06-21,16:44:36,A0008,123.178899,32.326806000000005,0.0,0,101,14,1,0,outside_200m_all_points
1278,0,1718959506000,2024-06-21,16:45:06,A0008,123.178902,32.326805,0.0,0,101,14,1,0,outside_200m_all_points
1296,0,1718960131000,2024-06-21,16:55:31,A0008,123.177906,32.326723,6.2,20,0,14,0,1,outside_200m_all_points
1296,1,1718960812000,2024-06-21,17:06:52,A0008,123.178062,32.32666500000001,0.0,0,19,14,1,0,outside_200m_all_points
1296,1,1718960822000,2024-06-21,17:07:02,A0008,123.178058,32.326671000000005,0.0,0,19,14,1,0,outside_200m_all_points
1296,1,1718960832000,2024-06-21,17:07:12,A0008,123.178058,32.326671000000005,0.0,0,22,14,1,0,outside_200m_all_points
1296,1,1718960842000,2024-06-21,17:07:22,A0008,123.178058,32.326671000000005,0.0,0,23,14,1,0,outside_200m_all_points
1296,1,1718960852000,2024-06-21,17:07:32,A0008,123.178041,32.32677,9.1,0,0,14,0,0,outside_200m_all_points
1296,1,1718960862000,2024-06-21,17:07:42,A0008,123.178027,32.326929,3.8,7,0,14,0,1,outside_200m_all_points
1310,0,1718958670000,2024-06-21,16:31:10,A0008,123.178552,32.326807,0.8,0,0,14,0,0,outside_200m_all_points
1310,0,1718958698000,2024-06-21,16:31:38,A0008,123.178391,32.326716000000005,4.2,6,0,14,0,1,outside_200m_all_points
1310,0,1718958712000,2024-06-21,16:31:52,A0008,123.178304,32.326705000000004,0.0,0,0,15,0,0,outside_200m_all_points
1310,1,1718960072000,2024-06-21,16:54:32,A0008,123.178311,32.326708,0.0,0,24,13,1,0,outside_200m_all_points
1310,1,1718960100000,2024-06-21,16:55:00,A0008,123.178435,32.326737,1.1,0,8,13,1,0,outside_200m_all_points
1310,1,1718960128000,2024-06-21,16:55:28,A0008,123.178435,32.326726,1.3,0,11,13,1,0,outside_200m_all_points
1310,1,1718960156000,2024-06-21,16:55:56,A0008,123.178472,32.326745,0.8,0,10,13,1,0,outside_200m_all_points
1310,1,1718960184000,2024-06-21,16:56:24,A0008,123.17853,32.326741,1.6,0,3,13,1,0,outside_200m_all_points
1310,1,1718960212000,2024-06-21,16:56:52,A0008,123.178654,32.32677,2.5,0,5,13,1,0,outside_200m_all_points
