road_id,vehicle_id,date,seg_id,direction,keep_start_idx,keep_end_idx,points_before,points_after,reason
A0003,951,2024-06-18,0,A2-1,10,18,19,9,turn_trim
A0003,953,2024-06-18,0,A1-2,0,11,12,12,straight_trim_dir
A0003,954,2024-06-18,0,B1-1,0,12,13,13,straight_trim_dir
A0003,955,2024-06-18,0,A2-1,2,6,8,5,turn_trim
A0003,955,2024-06-18,1,C,0,7,8,8,skip_label
A0003,956,2024-06-18,0,A3-1,0,6,7,7,turn_trim
A0003,956,2024-06-18,2,A1-2,0,11,12,12,straight_trim_dir
A0003,957,2024-06-18,0,A1-2,0,4,5,5,straight_trim_dir
A0003,957,2024-06-21,0,A1-2,0,4,5,5,straight_trim_dir
A0003,958,2024-06-18,0,B3-1,5,12,13,8,turn_trim
A0003,960,2024-06-18,0,A1-2,0,8,9,9,straight_trim_dir
A0003,961,2024-06-18,0,C,0,5,6,6,skip_label
A0003,963,2024-06-18,0,A1-2,0,8,9,9,straight_trim_dir
A0003,963,2024-06-18,1,A1-1,1,9,10,9,straight_trim_dir
A0003,965,2024-06-17,0,B3-1,0,2,3,3,short
A0003,965,2024-06-18,0,B1-1,0,4,5,5,straight_trim_dir
A0003,965,2024-06-21,0,B1-1,0,2,3,3,short
A0003,969,2024-06-17,0,A2-2,5,14,15,10,turn_trim
A0003,969,2024-06-18,0,A2-2,4,10,11,7,turn_trim
A0003,969,2024-06-21,0,B3-2,5,10,11,6,turn_trim
A0003,969,2024-06-21,2,B1-1,0,9,10,10,straight_trim_dir
A0003,972,2024-06-18,0,B2-1,0,6,7,7,turn_trim
A0003,978,2024-06-18,0,B2-1,0,9,10,10,turn_trim
A0003,980,2024-06-18,0,A1-2,0,13,14,14,straight_trim_dir
A0003,982,2024-06-18,0,A3-2,0,7,9,8,turn_trim
A0003,982,2024-06-18,1,A1-1,1,7,8,7,straight_trim_dir
A0003,984,2024-06-18,0,B2-1,0,8,9,9,turn_trim
A0003,986,2024-06-18,2,A2-1,2,10,11,9,turn_trim
A0003,988,2024-06-18,0,A1-1,0,9,10,10,straight_trim_dir
A0003,989,2024-06-18,0,B2-1,0,17,18,18,turn_trim
A0003,990,2024-06-18,0,A1-2,0,11,12,12,straight_trim_dir
A0003,991,2024-06-18,0,A2-1,4,11,13,8,turn_trim
A0003,992,2024-06-18,0,A2-1,1,4,5,4,turn_trim
A0003,993,2024-06-18,0,A1-1,0,4,5,5,straight_trim_dir
A0003,997,2024-06-18,0,B2-1,0,9,10,10,turn_trim
A0003,998,2024-06-18,0,A2-1,1,4,5,4,turn_trim
A0003,998,2024-06-19,0,A2-1,0,2,3,3,short
A0003,1001,2024-06-18,0,A1-1,0,20,21,21,straight_trim_dir
A0003,1002,2024-06-18,0,A1-2,0,4,5,5,straight_trim_dir
A0003,1002,2024-06-19,0,A1-2,0,3,4,4,short
A0003,1003,2024-06-17,0,B3-1,0,2,3,3,short
A0003,1003,2024-06-18,0,B3-1,0,2,3,3,short
A0003,1003,2024-06-19,0,B3-1,0,2,3,3,short
A0003,1003,2024-06-20,0,B3-1,1,5,6,5,turn_trim
A0003,1003,2024-06-21,0,B3-1,0,2,3,3,short
A0003,1004,2024-06-18,0,A1-2,0,25,26,26,straight_trim_dir
A0003,1008,2024-06-18,0,B3-1,3,9,10,7,turn_trim
A0003,1010,2024-06-18,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1011,2024-06-18,0,B2-1,0,16,17,17,turn_trim
A0003,1012,2024-06-17,0,B2-1,0,11,12,12,turn_trim
A0003,1012,2024-06-18,0,B2-1,0,9,10,10,turn_trim
A0003,1012,2024-06-19,0,B2-1,0,11,12,12,turn_trim
A0003,1012,2024-06-20,0,B2-1,0,9,10,10,turn_trim
A0003,1012,2024-06-21,0,B2-1,0,12,13,13,turn_trim
A0003,1013,2024-06-17,0,A1-2,0,4,5,5,straight_trim_dir
A0003,1013,2024-06-18,0,A1-2,0,3,4,4,short
A0003,1013,2024-06-20,0,A1-2,0,4,5,5,straight_trim_dir
A0003,1015,2024-06-18,0,A1-1,0,7,8,8,straight_trim_dir
A0003,1015,2024-06-20,0,A1-1,0,10,11,11,straight_trim_dir
A0003,1016,2024-06-18,0,A1-2,0,23,24,24,straight_trim_dir
A0003,1018,2024-06-18,0,A3-2,0,10,11,11,turn_trim
A0003,1018,2024-06-18,2,B2-1,0,9,10,10,turn_trim
A0003,1021,2024-06-18,0,A3-2,0,14,15,15,turn_trim
A0003,1023,2024-06-18,0,A2-1,4,12,13,9,turn_trim
A0003,1024,2024-06-17,0,A1-2,0,10,11,11,straight_trim_dir
A0003,1024,2024-06-18,0,A1-2,0,7,8,8,straight_trim_dir
A0003,1026,2024-06-18,0,A1-2,0,12,13,13,straight_trim_dir
A0003,1027,2024-06-17,0,A1-2,0,7,8,8,straight_trim_dir
A0003,1027,2024-06-18,0,A1-2,0,11,12,12,straight_trim_dir
A0003,1031,2024-06-18,0,B1-1,0,11,12,12,straight_trim_dir
A0003,1037,2024-06-18,0,C,0,5,6,6,skip_label
A0003,1038,2024-06-18,0,B2-1,0,11,12,12,turn_trim
A0003,1043,2024-06-18,0,A1-2,0,10,11,11,straight_trim_dir
A0003,1043,2024-06-18,2,A1-1,0,12,13,13,straight_trim_dir
A0003,1045,2024-06-18,0,A1-1,0,11,12,12,straight_trim_dir
A0003,1047,2024-06-18,0,A1-1,0,5,6,6,straight_trim_dir
A0003,1048,2024-06-18,0,B3-1,0,3,4,4,short
A0003,1050,2024-06-18,0,A1-2,0,11,12,12,straight_trim_dir
A0003,1051,2024-06-18,0,B3-1,3,9,10,7,turn_trim
A0003,1052,2024-06-18,0,C,0,5,6,6,skip_label
A0003,1052,2024-06-18,1,B3-1,3,8,9,6,turn_trim
A0003,1053,2024-06-18,0,A3-2,0,4,5,5,turn_trim
A0003,1054,2024-06-18,0,B3-1,5,11,12,7,turn_trim
A0003,1054,2024-06-18,2,A2-1,3,10,13,8,turn_trim
A0003,1054,2024-06-18,4,B3-1,4,10,11,7,turn_trim
A0003,1058,2024-06-18,0,A2-2,3,6,7,4,turn_trim
A0003,1058,2024-06-20,0,C,0,4,5,5,skip_label
A0003,1060,2024-06-17,0,A1-2,0,10,11,11,straight_trim_dir
A0003,1060,2024-06-18,0,A1-2,0,9,10,10,straight_trim_dir
A0003,1060,2024-06-19,0,A1-2,0,12,13,13,straight_trim_dir
A0003,1061,2024-06-18,0,A1-2,0,3,4,4,short
A0003,1063,2024-06-18,0,A1-1,0,10,11,11,straight_trim_dir
A0003,1068,2024-06-18,0,A2-1,2,8,10,7,turn_trim
A0003,1068,2024-06-18,2,B3-1,2,5,6,4,turn_trim
A0003,1069,2024-06-18,0,A1-2,0,5,6,6,straight_trim_dir
A0003,1070,2024-06-17,0,A1-1,0,11,12,12,straight_trim_dir
A0003,1070,2024-06-18,0,A1-1,0,10,11,11,straight_trim_dir
A0003,1070,2024-06-20,0,A1-1,0,4,6,5,straight_trim_dir
A0003,1070,2024-06-20,1,C,0,5,6,6,skip_label
A0003,1070,2024-06-21,0,A1-1,0,7,8,8,straight_trim_dir
A0003,1071,2024-06-18,0,C,0,0,1,1,short
A0003,1071,2024-06-19,0,C,0,0,1,1,short
A0003,1072,2024-06-18,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1074,2024-06-17,0,A1-1,0,8,9,9,straight_trim_dir
A0003,1074,2024-06-18,0,A1-1,0,7,8,8,straight_trim_dir
A0003,1074,2024-06-21,0,A1-1,0,10,11,11,straight_trim_dir
A0003,1077,2024-06-18,0,C,0,7,8,8,skip_label
A0003,1077,2024-06-18,1,C,0,6,7,7,skip_label
A0003,1078,2024-06-18,0,C,0,6,7,7,skip_label
A0003,1078,2024-06-18,1,C,0,5,6,6,skip_label
A0003,1079,2024-06-18,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1082,2024-06-18,0,A1-1,0,7,9,8,straight_trim_dir
A0003,1082,2024-06-19,0,A2-1,3,7,8,5,turn_trim
A0003,1084,2024-06-18,0,A1-1,0,11,12,12,straight_trim_dir
A0003,1085,2024-06-17,0,A2-1,0,3,4,4,short
A0003,1085,2024-06-18,0,A2-1,0,2,3,3,short
A0003,1085,2024-06-20,0,A2-1,0,2,3,3,short
A0003,1086,2024-06-18,0,A1-1,0,10,11,11,straight_trim_dir
A0003,1087,2024-06-21,0,B3-1,4,10,11,7,turn_trim
A0003,1088,2024-06-17,0,A1-1,0,2,3,3,short
A0003,1088,2024-06-18,0,C,0,0,1,1,short
A0003,1088,2024-06-20,0,A1-1,0,2,3,3,short
A0003,1088,2024-06-21,0,A1-1,0,4,5,5,straight_trim_dir
A0003,1089,2024-06-21,0,A2-1,3,8,9,6,turn_trim
A0003,1089,2024-06-21,1,C,0,8,9,9,skip_label
A0003,1089,2024-06-21,2,A1-2,0,8,9,9,straight_trim_dir
A0003,1090,2024-06-21,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1092,2024-06-21,0,C,0,7,8,8,skip_label
A0003,1097,2024-06-21,0,A2-1,2,9,12,8,turn_trim
A0003,1097,2024-06-21,2,A1-2,0,14,15,15,straight_trim_dir
A0003,1098,2024-06-21,0,A1-1,0,4,5,5,straight_trim_dir
A0003,1099,2024-06-21,0,A1-2,0,22,23,23,straight_trim_dir
A0003,1101,2024-06-21,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1102,2024-06-21,0,A1-2,0,117,118,118,straight_trim_dir
A0003,1103,2024-06-21,0,A2-1,3,6,7,4,turn_trim
A0003,1104,2024-06-21,0,B3-1,3,10,11,8,turn_trim
A0003,1104,2024-06-21,2,A2-1,2,9,10,8,turn_trim
A0003,1105,2024-06-17,0,A1-1,0,11,12,12,straight_trim_dir
A0003,1105,2024-06-20,0,A1-1,0,6,7,7,straight_trim_dir
A0003,1105,2024-06-21,0,A1-1,0,8,9,9,straight_trim_dir
A0003,1108,2024-06-21,0,A1-1,0,8,9,9,straight_trim_dir
A0003,1109,2024-06-21,0,A1-2,0,18,19,19,straight_trim_dir
A0003,1112,2024-06-21,0,A1-2,0,4,5,5,straight_trim_dir
A0003,1113,2024-06-21,0,A2-1,0,3,5,4,turn_trim
A0003,1113,2024-06-21,1,C,0,7,8,8,skip_label
A0003,1114,2024-06-21,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1117,2024-06-21,0,A1-2,0,70,71,71,straight_trim_dir
A0003,1118,2024-06-21,0,A1-1,0,8,9,9,straight_trim_dir
A0003,1119,2024-06-21,0,B1-1,0,12,13,13,straight_trim_dir
A0003,1122,2024-06-21,0,A1-2,0,8,9,9,straight_trim_dir
A0003,1123,2024-06-19,0,C,0,2,3,3,short
A0003,1123,2024-06-21,0,A2-1,0,2,3,3,short
A0003,1123,2024-06-21,1,A1-2,0,3,4,4,short
A0003,1124,2024-06-21,0,A1-1,0,20,21,21,straight_trim_dir
A0003,1125,2024-06-19,0,A1-1,0,7,9,8,straight_trim_dir
A0003,1125,2024-06-20,0,B3-2,5,8,9,4,turn_trim
A0003,1125,2024-06-20,2,A3-1,0,8,10,9,turn_trim
A0003,1125,2024-06-20,4,A1-2,0,11,12,12,straight_trim_dir
A0003,1125,2024-06-21,0,B3-2,5,9,10,5,turn_trim
A0003,1126,2024-06-21,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1127,2024-06-21,0,B2-1,0,9,10,10,turn_trim
A0003,1131,2024-06-21,0,A1-2,0,2,3,3,short
A0003,1134,2024-06-21,0,B3-1,3,9,10,7,turn_trim
A0003,1136,2024-06-21,0,A2-1,4,11,12,8,turn_trim
A0003,1137,2024-06-21,0,A2-1,3,8,9,6,turn_trim
A0003,1140,2024-06-21,0,B2-1,0,14,15,15,turn_trim
A0003,1143,2024-06-17,0,A2-1,1,5,8,5,turn_trim
A0003,1143,2024-06-21,1,B3-1,2,8,9,7,turn_trim
A0003,1143,2024-06-21,2,A2-1,3,8,10,6,turn_trim
A0003,1145,2024-06-21,0,A3-2,0,15,16,16,turn_trim
A0003,1146,2024-06-21,0,A3-2,0,7,8,8,turn_trim
A0003,1147,2024-06-21,0,A1-1,0,8,9,9,straight_trim_dir
A0003,1148,2024-06-21,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1149,2024-06-17,1,B3-1,0,2,3,3,short
A0003,1149,2024-06-21,0,B3-1,4,6,7,3,turn_trim
A0003,1151,2024-06-19,0,B3-2,0,2,3,3,short
A0003,1151,2024-06-21,0,B3-2,0,3,4,4,short
A0003,1151,2024-06-21,1,B1-1,0,4,5,5,straight_trim_dir
A0003,1154,2024-06-21,0,A2-1,3,7,8,5,turn_trim
A0003,1157,2024-06-21,0,A3-2,0,5,6,6,turn_trim
A0003,1157,2024-06-21,1,A1-1,0,7,8,8,straight_trim_dir
A0003,1161,2024-06-21,0,A1-2,0,4,5,5,straight_trim_dir
A0003,1162,2024-06-21,0,A1-1,0,4,5,5,straight_trim_dir
A0003,1164,2024-06-21,0,A1-1,0,10,11,11,straight_trim_dir
A0003,1165,2024-06-21,0,A1-2,0,13,14,14,straight_trim_dir
A0003,1166,2024-06-21,0,A3-2,0,7,8,8,turn_trim
A0003,1167,2024-06-21,0,A1-1,0,13,14,14,straight_trim_dir
A0003,1168,2024-06-17,0,A3-2,0,9,10,10,turn_trim
A0003,1168,2024-06-21,0,B2-1,0,15,16,16,turn_trim
A0003,1171,2024-06-21,0,A1-2,0,9,10,10,straight_trim_dir
A0003,1176,2024-06-21,0,B2-1,0,6,7,7,turn_trim
A0003,1179,2024-06-21,0,B2-1,0,6,7,7,turn_trim
A0003,1181,2024-06-21,0,A1-2,0,14,15,15,straight_trim_dir
A0003,1182,2024-06-21,0,A1-2,0,7,8,8,straight_trim_dir
A0003,1183,2024-06-21,0,A3-2,0,13,14,14,turn_trim
A0003,1187,2024-06-21,0,A1-2,0,11,12,12,straight_trim_dir
A0003,1192,2024-06-21,0,C,0,2,3,3,short
A0003,1193,2024-06-20,0,C,0,5,6,6,skip_label
A0003,1193,2024-06-21,0,B3-1,4,9,10,6,turn_trim
A0003,1193,2024-06-21,2,A3-2,0,7,8,8,turn_trim
A0003,1194,2024-06-21,0,A2-1,0,3,4,4,short
A0003,1201,2024-06-21,0,A1-2,0,9,11,10,straight_trim_dir
A0003,1201,2024-06-21,1,C,0,6,7,7,skip_label
A0003,1209,2024-06-17,0,A1-1,0,8,9,9,straight_trim_dir
A0003,1209,2024-06-21,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1210,2024-06-19,0,A1-2,0,3,4,4,short
A0003,1210,2024-06-20,0,A1-2,0,5,6,6,straight_trim_dir
A0003,1210,2024-06-21,0,A1-2,0,4,5,5,straight_trim_dir
A0003,1213,2024-06-21,0,A3-2,0,8,9,9,turn_trim
A0003,1214,2024-06-21,0,A2-1,1,4,5,4,turn_trim
A0003,1214,2024-06-21,1,B1-1,0,2,3,3,short
A0003,1217,2024-06-17,0,A1-1,0,10,11,11,straight_trim_dir
A0003,1217,2024-06-21,0,A1-1,0,7,8,8,straight_trim_dir
A0003,1218,2024-06-21,0,A1-2,0,9,10,10,straight_trim_dir
A0003,1219,2024-06-21,0,B3-1,5,11,12,7,turn_trim
A0003,1222,2024-06-21,0,B2-1,0,10,11,11,turn_trim
A0003,1225,2024-06-21,0,A1-1,0,3,4,4,short
A0003,1226,2024-06-21,0,A1-2,0,11,12,12,straight_trim_dir
A0003,1230,2024-06-21,0,A1-2,0,8,9,9,straight_trim_dir
A0003,1236,2024-06-21,0,A1-2,0,6,7,7,straight_trim_dir
A0003,1239,2024-06-21,0,A2-1,4,10,11,7,turn_trim
A0003,1240,2024-06-17,0,B2-1,0,10,11,11,turn_trim
A0003,1240,2024-06-18,0,B2-1,0,9,10,10,turn_trim
A0003,1240,2024-06-19,0,B2-1,0,8,9,9,turn_trim
A0003,1240,2024-06-20,0,B2-1,0,10,11,11,turn_trim
A0003,1240,2024-06-21,0,B2-1,0,10,11,11,turn_trim
A0003,1241,2024-06-18,0,A1-2,0,12,13,13,straight_trim_dir
A0003,1241,2024-06-21,0,A1-2,0,13,14,14,straight_trim_dir
A0003,1242,2024-06-21,0,A1-1,0,10,11,11,straight_trim_dir
A0003,1243,2024-06-21,0,A2-1,3,6,7,4,turn_trim
A0003,1243,2024-06-21,1,C,0,7,8,8,skip_label
A0003,1244,2024-06-21,0,A1-1,0,4,5,5,straight_trim_dir
A0003,1246,2024-06-21,0,A1-1,0,3,4,4,short
A0003,1247,2024-06-21,0,B3-1,3,4,5,2,turn_trim
A0003,1249,2024-06-21,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1250,2024-06-21,0,A1-1,0,10,11,11,straight_trim_dir
A0003,1253,2024-06-21,0,A3-2,0,9,10,10,turn_trim
A0003,1254,2024-06-21,0,A1-2,0,6,7,7,straight_trim_dir
A0003,1257,2024-06-21,0,A1-2,0,11,12,12,straight_trim_dir
A0003,1258,2024-06-21,0,B1-2,0,9,10,10,straight_trim_dir
A0003,1260,2024-06-21,0,A1-2,0,13,14,14,straight_trim_dir
A0003,1261,2024-06-21,0,A1-1,0,11,12,12,straight_trim_dir
A0003,1262,2024-06-21,0,A1-1,0,7,8,8,straight_trim_dir
A0003,1263,2024-06-21,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1264,2024-06-21,0,A2-2,4,12,13,9,turn_trim
A0003,1264,2024-06-21,2,B2-1,0,11,12,12,turn_trim
A0003,1265,2024-06-21,0,A1-2,0,10,11,11,straight_trim_dir
A0003,1265,2024-06-21,2,A1-1,0,8,9,9,straight_trim_dir
A0003,1268,2024-06-21,0,A1-2,0,11,12,12,straight_trim_dir
A0003,1271,2024-06-21,0,A2-1,2,6,8,5,turn_trim
A0003,1271,2024-06-21,1,B3-1,3,9,10,7,turn_trim
A0003,1272,2024-06-19,0,A1-1,0,2,3,3,short
A0003,1272,2024-06-21,0,A1-1,0,3,4,4,short
A0003,1273,2024-06-21,0,B2-1,0,7,8,8,turn_trim
A0003,1276,2024-06-20,1,A1-2,0,11,12,12,straight_trim_dir
A0003,1276,2024-06-21,0,B2-1,0,12,13,13,turn_trim
A0003,1277,2024-06-21,0,B2-1,0,5,6,6,turn_trim
A0003,1279,2024-06-21,0,A1-1,0,19,20,20,straight_trim_dir
A0003,1280,2024-06-21,0,A2-1,3,7,8,5,turn_trim
A0003,1281,2024-06-21,0,B1-1,0,9,10,10,straight_trim_dir
A0003,1282,2024-06-21,0,A1-2,0,13,14,14,straight_trim_dir
A0003,1283,2024-06-21,0,A1-2,0,10,11,11,straight_trim_dir
A0003,1284,2024-06-21,0,A3-1,2,11,12,10,turn_trim
A0003,1285,2024-06-21,0,A1-1,0,2,3,3,short
A0003,1287,2024-06-21,0,A1-1,0,2,3,3,short
A0003,1288,2024-06-21,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1289,2024-06-17,0,A3-2,0,2,3,3,short
A0003,1289,2024-06-18,0,A3-2,0,2,3,3,short
A0003,1289,2024-06-20,0,A3-2,0,4,5,5,turn_trim
A0003,1289,2024-06-21,0,A3-2,0,2,3,3,short
A0003,1292,2024-06-21,0,A1-1,0,12,13,13,straight_trim_dir
A0003,1293,2024-06-19,0,A1-2,0,3,4,4,short
A0003,1295,2024-06-21,0,A1-2,0,13,14,14,straight_trim_dir
A0003,1297,2024-06-21,0,B2-1,0,10,11,11,turn_trim
A0003,1298,2024-06-21,0,A1-2,0,23,24,24,straight_trim_dir
A0003,1299,2024-06-21,0,A2-2,0,3,4,4,short
A0003,1299,2024-06-21,1,A1-1,0,3,4,4,short
A0003,1302,2024-06-21,0,A1-2,0,9,10,10,straight_trim_dir
A0003,1304,2024-06-17,0,A1-2,0,2,3,3,short
A0003,1304,2024-06-18,0,A1-2,0,2,3,3,short
A0003,1304,2024-06-19,0,A1-2,0,4,5,5,straight_trim_dir
A0003,1304,2024-06-20,0,A1-2,0,4,5,5,straight_trim_dir
A0003,1304,2024-06-21,0,A1-2,0,3,4,4,short
A0003,1305,2024-06-21,0,A3-1,0,10,11,11,turn_trim
A0003,1308,2024-06-21,0,B3-1,0,2,3,3,short
A0003,1309,2024-06-17,0,A1-2,0,4,5,5,straight_trim_dir
A0003,1309,2024-06-18,0,A1-2,0,4,5,5,straight_trim_dir
A0003,1309,2024-06-21,0,A1-2,0,4,5,5,straight_trim_dir
A0003,1311,2024-06-21,0,A3-2,0,10,11,11,turn_trim
A0003,1312,2024-06-21,0,A2-1,2,6,7,5,turn_trim
A0003,1313,2024-06-21,0,C,0,1,2,2,short
A0003,1314,2024-06-21,0,B2-1,0,10,11,11,turn_trim
A0003,1316,2024-06-21,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1317,2024-06-21,0,A1-2,0,10,11,11,straight_trim_dir
A0003,1319,2024-06-20,0,A3-2,0,3,4,4,short
A0003,1319,2024-06-21,0,A1-2,0,4,5,5,straight_trim_dir
A0003,1321,2024-06-21,0,B2-1,0,12,13,13,turn_trim
A0003,1324,2024-06-21,0,A2-2,1,4,5,4,turn_trim
A0003,1324,2024-06-21,2,B2-1,0,12,13,13,turn_trim
A0003,1327,2024-06-21,0,A2-1,0,3,4,4,short
A0003,1327,2024-06-21,1,B3-1,0,3,4,4,short
A0003,1328,2024-06-21,0,A1-2,0,13,14,14,straight_trim_dir
A0003,1329,2024-06-21,0,B1-2,0,8,9,9,straight_trim_dir
A0003,1329,2024-06-21,2,B1-1,0,7,8,8,straight_trim_dir
A0003,1330,2024-06-21,0,A1-1,0,7,8,8,straight_trim_dir
A0003,1331,2024-06-17,0,A1-2,0,5,6,6,straight_trim_dir
A0003,1331,2024-06-18,0,A1-2,0,2,3,3,short
A0003,1331,2024-06-21,0,A1-2,0,2,3,3,short
A0003,1333,2024-06-21,0,B2-1,0,24,25,25,turn_trim
A0003,1335,2024-06-21,0,A1-2,0,8,9,9,straight_trim_dir
A0003,1336,2024-06-21,0,B2-1,0,4,5,5,turn_trim
A0003,1337,2024-06-21,0,A1-1,0,2,3,3,short
A0003,1338,2024-06-21,0,A1-2,0,4,5,5,straight_trim_dir
A0003,1339,2024-06-21,0,B2-1,0,12,13,13,turn_trim
A0003,1341,2024-06-21,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1343,2024-06-17,0,A1-1,0,5,6,6,straight_trim_dir
A0003,1343,2024-06-19,0,A1-1,0,3,4,4,short
A0003,1343,2024-06-21,0,A1-1,0,3,4,4,short
A0003,1344,2024-06-21,0,A2-1,0,2,3,3,short
A0003,1345,2024-06-21,0,A2-1,3,10,11,8,turn_trim
A0003,1347,2024-06-21,0,A1-2,0,12,13,13,straight_trim_dir
A0003,1348,2024-06-21,0,A1-2,0,9,10,10,straight_trim_dir
A0003,1348,2024-06-21,1,B2-1,2,13,14,12,turn_trim
A0003,1352,2024-06-21,0,A1-2,0,8,9,9,straight_trim_dir
A0003,1353,2024-06-21,0,A1-1,0,4,5,5,straight_trim_dir
A0003,1353,2024-06-21,1,B3-1,1,4,5,4,turn_trim
A0003,1354,2024-06-21,0,A2-1,1,6,7,6,turn_trim
A0003,1355,2024-06-21,0,A3-2,0,2,3,3,short
A0003,1355,2024-06-21,1,A1-1,0,3,4,4,short
A0003,1356,2024-06-21,0,A2-1,4,11,12,8,turn_trim
A0003,1357,2024-06-21,0,A1-2,0,10,11,11,straight_trim_dir
A0003,1358,2024-06-21,0,B3-1,0,2,3,3,short
A0003,1361,2024-06-21,0,C,0,5,6,6,skip_label
A0003,1364,2024-06-21,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1368,2024-06-21,0,A1-2,0,9,10,10,straight_trim_dir
A0003,1369,2024-06-21,0,A2-1,4,11,12,8,turn_trim
A0003,1370,2024-06-17,0,A1-1,0,3,4,4,short
A0003,1370,2024-06-18,0,A1-1,0,4,5,5,straight_trim_dir
A0003,1370,2024-06-20,0,A1-1,0,5,6,6,straight_trim_dir
A0003,1370,2024-06-21,0,A1-1,0,3,4,4,short
A0003,1371,2024-06-21,0,C,0,4,5,5,skip_label
A0003,1372,2024-06-21,0,A3-2,0,7,8,8,turn_trim
A0003,1372,2024-06-21,1,B2-1,0,10,11,11,turn_trim
A0003,1374,2024-06-21,0,A1-2,0,10,11,11,straight_trim_dir
A0003,1375,2024-06-21,0,A1-2,0,3,4,4,short
A0003,1380,2024-06-21,0,A2-1,1,5,6,5,turn_trim
A0003,1382,2024-06-21,0,A1-1,0,11,12,12,straight_trim_dir
A0003,1386,2024-06-21,0,A1-1,0,10,11,11,straight_trim_dir
A0003,1387,2024-06-21,0,A1-2,0,11,12,12,straight_trim_dir
A0003,1387,2024-06-21,1,A1-1,0,10,11,11,straight_trim_dir
A0003,1392,2024-06-21,0,A2-1,4,12,13,9,turn_trim
A0003,1393,2024-06-21,0,A1-2,0,9,10,10,straight_trim_dir
A0003,1395,2024-06-21,0,B3-1,0,2,3,3,short
A0003,1396,2024-06-21,0,A1-1,0,3,4,4,short
A0003,1398,2024-06-21,0,A1-2,0,12,13,13,straight_trim_dir
A0003,1402,2024-06-21,0,B2-1,0,10,11,11,turn_trim
A0003,1404,2024-06-21,0,B1-1,0,11,12,12,straight_trim_dir
A0003,1406,2024-06-21,0,B3-1,6,17,18,12,turn_trim
A0003,1408,2024-06-21,0,B2-1,0,7,8,8,turn_trim
A0003,1409,2024-06-20,0,A3-2,0,2,3,3,short
A0003,1409,2024-06-21,0,A3-2,0,2,3,3,short
A0003,1411,2024-06-21,0,B3-1,0,1,2,2,short
A0003,1412,2024-06-18,0,A1-2,0,3,4,4,short
A0003,1412,2024-06-19,0,A1-2,0,6,7,7,straight_trim_dir
A0003,1412,2024-06-20,0,A1-2,0,3,4,4,short
A0003,1412,2024-06-21,0,A1-2,0,3,4,4,short
A0003,1413,2024-06-21,0,A1-2,0,4,5,5,straight_trim_dir
A0003,1416,2024-06-21,0,B3-1,5,11,12,7,turn_trim
A0003,1417,2024-06-21,0,A1-2,0,9,10,10,straight_trim_dir
A0003,1419,2024-06-17,0,A1-2,0,8,9,9,straight_trim_dir
A0003,1419,2024-06-17,3,A1-1,0,12,13,13,straight_trim_dir
A0003,1421,2024-06-17,0,A1-2,0,9,10,10,straight_trim_dir
A0003,1425,2024-06-17,0,A3-1,0,8,10,9,turn_trim
A0003,1425,2024-06-17,1,B3-1,4,10,11,7,turn_trim
A0003,1427,2024-06-17,0,A1-1,0,3,4,4,short
A0003,1429,2024-06-17,0,A2-1,0,2,3,3,short
A0003,1430,2024-06-17,0,A3-2,0,7,8,8,turn_trim
A0003,1431,2024-06-17,0,B2-1,3,15,16,13,turn_trim
A0003,1432,2024-06-17,0,A1-2,0,12,13,13,straight_trim_dir
A0003,1434,2024-06-17,0,B3-1,3,9,10,7,turn_trim
A0003,1436,2024-06-17,0,A1-2,0,12,13,13,straight_trim_dir
A0003,1438,2024-06-17,0,A1-1,0,10,11,11,straight_trim_dir
A0003,1439,2024-06-17,0,A1-2,5,17,18,13,straight_trim_dir
A0003,1442,2024-06-17,0,B3-2,6,10,11,5,turn_trim
A0003,1443,2024-06-17,0,A2-1,3,8,10,6,turn_trim
A0003,1444,2024-06-17,0,A2-1,3,9,10,7,turn_trim
A0003,1445,2024-06-17,0,A1-2,0,11,12,12,straight_trim_dir
A0003,1446,2024-06-17,0,A1-1,0,9,10,10,straight_trim_dir
A0003,1447,2024-06-17,0,A3-2,0,2,3,3,short
A0003,1447,2024-06-21,0,A3-2,0,2,3,3,short
A0003,1448,2024-06-17,0,A1-2,0,9,10,10,straight_trim_dir
A0003,1450,2024-06-17,0,A1-1,0,11,12,12,straight_trim_dir
A0003,1451,2024-06-17,0,A1-1,0,10,11,11,straight_trim_dir
A0003,1452,2024-06-17,0,C,0,5,6,6,skip_label
A0003,1453,2024-06-17,0,A2-1,3,7,8,5,turn_trim
